date,time,pick,conf,value,away,home,away_runs,home_runs,away_wp,home_wp,away_ml,home_ml,away_sp,home_sp,model_mode,away_vector_run_delta,home_vector_run_delta,away_vector_xwoba,home_vector_xwoba,vector_edge,vector_xwoba_edge,vector_gate,result,game_pk,model_version
2026-05-29,7:10 PM ET,CLE,9,9,BOS,CLE,6.6,8.9,35.2,64.8,+109,-130,Tyler Samaniego,Slade Cecconi,,,,,,,,,,,
2026-05-29,7:10 PM ET,MIA,9,9,MIA,NYM,6.3,4.3,65.3,34.7,-110,-110,Max Meyer,Freddy Peralta,,,,,,,,,,,
2026-05-29,7:15 PM ET,CHC,10,10,CHC,STL,10.4,5.6,74.1,25.9,-135,+113,Shota Imanaga,Andre Pallante,,,,,,,,,,,
2026-05-29,7:40 PM ET,CWS,9,9,DET,CWS,6.7,9.2,34.4,65.6,-110,-110,Troy Melton,Erick Fedde,,,,,,,,,,,
2026-05-29,8:40 PM ET,SF,10,10,SF,COL,10.0,7.2,63.1,36.9,-151,+125,Logan Webb,Michael Lorenzen,,,,,,,,,,,
2026-05-30,2:10 PM ET,DET,10,10,DET,CWS,9.4,4.9,75.2,24.8,-116,-107,Framber Valdez,Anthony Kay,,,,,,,,,,,
2026-05-30,4:05 PM ET,PIT,9,9,MIN,PIT,6.1,8.3,34.8,65.2,+127,-152,Bailey Ober,Mitch Keller,,,,,,,,,,,
2026-05-30,4:05 PM ET,TOR,10,10,TOR,BAL,8.0,5.4,65.7,34.3,-130,+110,Trey Yesavage,Brandon Young,,,,,,,,,,,
2026-05-30,4:10 PM ET,CLE,9,9,BOS,CLE,4.7,6.6,33.4,66.6,+110,-130,Sonny Gray,Parker Messick,,,,,,,,,,,
2026-05-30,7:15 PM ET,CHC,10,10,CHC,STL,10.6,6.1,71.8,28.2,-135,+114,Ben Brown,Kyle Leahy,,,,,,,,,,,
2026-05-31,12:15 PM ET,BAL,10,10,TOR,BAL,8.2,10.7,36.6,63.4,+114,-135,Spencer Miles,Kyle Bradish,,,,,,,,,,,
2026-05-31,1:40 PM ET,CLE,9,9,BOS,CLE,4.7,7.1,30.5,69.5,-105,-115,Ranger Suarez,Tanner Bibee,,,,,,,,,,,
2026-05-31,1:40 PM ET,NYM,10,10,MIA,NYM,5.3,7.8,31.5,68.5,+136,-165,Janson Junk,Nolan McLean,,,,,,,,,,,
2026-05-31,2:10 PM ET,MIL,10,10,MIL,HOU,8.3,4.1,76.9,23.1,-200,+166,Jacob Misiorowski,Tatsuya Imai,,,,,,,,,,,
2026-05-31,4:05 PM ET,NYY,10,10,NYY,ATH,9.5,5.8,69.7,30.3,-172,+146,Will Warren,Jacob Lopez,,,,,,,,,,,
2026-05-31,4:10 PM ET,SEA,10,10,AZ,SEA,5.6,8.7,29.4,70.6,+126,-146,Merrill Kelly,Bryce Miller,,,,,,,,,,,
2026-05-31,7:20 PM ET,CHC,9,9,CHC,STL,7.6,5.6,62.1,37.9,+100,-120,Jordan Wicks,Matthew Liberatore,,,,,,,,,,,
2026-06-01,6:45 PM ET,MIA,9,9,MIA,WSH,8.3,5.9,63.6,36.4,+121,-146,Sandy Alcantara,Cade Cavalli,,,,,,,,,,,
2026-06-01,7:10 PM ET,CIN,10,10,KC,CIN,5.5,8.7,28.7,71.3,+160,-190,Luinder Avila,Chase Burns,,,,,,,,,,,
2026-06-01,7:40 PM ET,MIL,9,9,SF,MIL,6.7,8.6,37.3,62.7,+124,-149,Landen Roupp,Shane Drohan,,,,,,,,,,,
2026-06-01,9:38 PM ET,LAA,10,10,COL,LAA,5.0,9.2,23.2,76.8,+168,-202,Kyle Freeland,José Soriano,,,,,,,,,,,
2026-06-01,9:40 PM ET,LAD,10,10,LAD,AZ,8.3,5.7,65.0,35.0,-167,+140,Emmet Sheehan,Eduardo Rodriguez,,,,,,,,,,,
2026-06-02,6:40 PM ET,DET,7,7,DET,TB,8.7,7.3,56.5,43.5,+121,-147,Jack Flaherty,Steven Matz,,,,,,,,,,,
2026-06-02,6:45 PM ET,MIA,8,8,MIA,WSH,6.9,5.4,59.5,40.5,-101,-119,Lake Bachar,Miles Mikolas,,,,,,,,,,,
2026-06-02,7:05 PM ET,NYY,10,10,CLE,NYY,4.4,9.7,17.6,82.4,+180,-220,Joey Cantillo,Cam Schlittler,,,,,,,,,,,
2026-06-02,7:10 PM ET,CIN,8,8,KC,CIN,6.8,8.5,38.4,61.6,+105,-126,Noah Cameron,Andrew Abbott,,,,,,,,,,,
2026-06-02,7:40 PM ET,CWS,8,8,CWS,MIN,6.4,5.0,59.6,40.4,-125,+105,Davis Martin,Connor Prielipp,,,,,,,,,,,
2026-06-02,7:40 PM ET,MIL,9,9,SF,MIL,4.4,6.4,32.0,68.0,+217,-272,Trevor McDonald,Kyle Harrison,,,,,,,,,,,
2026-06-02,9:38 PM ET,LAA,8,8,COL,LAA,7.9,9.3,41.1,58.9,+140,-167,Tomoyuki Sugano,Grayson Rodriguez,,,,,,,,,,,
2026-06-02,9:40 PM ET,SEA,8,8,NYM,SEA,5.0,6.6,36.1,63.9,+125,-154,Jonah Tong,Logan Gilbert,,,,,,,,,,,
2026-06-03,1:10 PM ET,DET,9,9,DET,TB,9.0,7.1,59.2,40.8,+125,-150,Troy Melton,Nick Martinez,,,,,,,,,,,
2026-06-03,1:40 PM ET,MIN,10,10,CWS,MIN,4.3,7.3,26.0,74.0,+125,-150,Erick Fedde,Taj Bradley,,,,,,,,,,,
2026-06-03,6:40 PM ET,PHI,10,10,SD,PHI,4.8,7.5,29.1,70.9,+190,-235,Walker Buehler,Cristopher Sánchez,,,,,,,,,,,
2026-06-03,6:45 PM ET,BOS,8,8,BAL,BOS,6.9,8.6,38.6,61.4,+126,-155,Chris Bassitt,Payton Tolle,,,,,,,,,,,
2026-06-03,7:10 PM ET,CIN,8,8,KC,CIN,5.6,7.0,38.4,61.6,+134,-160,Stephen Kolek,Chase Burns,,,,,,,,,,,
2026-06-03,7:15 PM ET,ATL,8,8,TOR,ATL,5.3,6.8,37.3,62.7,+125,-150,Patrick Corbin,Grant Holmes,,,,,,,,,,,
2026-06-03,7:40 PM ET,MIL,10,10,SF,MIL,5.8,10.1,25.1,74.9,+113,-135,Logan Webb,Robert Gasser,,,,,,,,,,,
2026-06-03,7:45 PM ET,TEX,9,9,TEX,STL,7.9,5.7,63.0,37.0,-105,-115,MacKenzie Gore,Andre Pallante,,,,,,,,,,,
2026-06-03,8:05 PM ET,ATH,8,8,ATH,CHC,8.3,6.7,58.2,41.8,+114,-135,Jeffrey Springs,Colin Rea,,,,,,,,,,,
